timestamp,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz,L_punch_cnt,R_punch_cnt,label,activity_label
11789348,-7.1,3.21,2.68,-0.266,0.2,-0.046,4.99,-4.71,2.14,-0.209,-0.077,-0.45,50,101,UNKNOWN,1
11789363,-6.98,3.21,2.59,-0.21,0.192,-0.02,4.96,-4.66,2.07,-0.221,-0.104,-0.456,50,101,UNKNOWN,1
11789468,-6.73,3.54,2.68,-0.139,0.149,0.052,4.95,-4.66,1.85,-0.346,-0.147,-0.375,50,101,UNKNOWN,1
11789483,-6.73,3.54,2.68,-0.139,0.149,0.052,4.9,-4.68,1.66,-0.362,-0.145,-0.355,50,101,UNKNOWN,1
11789528,-6.73,3.54,2.68,-0.139,0.149,0.052,4.86,-4.77,1.29,-0.405,-0.099,-0.309,50,101,UNKNOWN,1
11789543,-6.73,3.54,2.68,-0.139,0.149,0.052,4.85,-4.79,1.25,-0.419,-0.102,-0.306,50,101,UNKNOWN,1
11789588,-6.7,3.4,1.94,-0.11,0.34,0.07,4.38,-4.71,1.03,-0.42,-0.033,-0.289,50,101,UNKNOWN,1
11789603,-6.7,3.4,1.94,-0.11,0.34,0.07,4.16,-4.57,1.09,-0.42,-0.006,-0.287,50,101,UNKNOWN,1
11789648,-6.7,3.4,1.94,-0.11,0.34,0.07,3.86,-4.2,1.38,-0.384,0.016,-0.323,50,101,UNKNOWN,1
11789708,-6.1,4.02,2.89,-0.538,0.643,0.024,3.83,-3.95,1.42,-0.274,-0.12,-0.405,50,101,UNKNOWN,1
11789723,-6.1,4.02,2.89,-0.538,0.643,0.024,3.75,-3.83,1.43,-0.257,-0.165,-0.422,50,101,UNKNOWN,1
11789768,-6.1,4.02,2.89,-0.538,0.643,0.024,3.73,-3.68,1.58,-0.206,-0.299,-0.418,50,101,UNKNOWN,1
11789783,-6.1,4.02,2.89,-0.538,0.643,0.024,3.75,-3.77,1.36,-0.196,-0.348,-0.401,50,101,UNKNOWN,1
11789828,-5.8,4.13,2.99,-0.581,0.546,-0.051,3.5,-4.03,1.21,-0.242,-0.269,-0.296,50,101,UNKNOWN,1
11789843,-5.8,4.13,2.99,-0.581,0.546,-0.051,3.56,-4.08,1.35,-0.258,-0.217,-0.261,50,101,UNKNOWN,1
11789888,-5.8,4.13,2.99,-0.581,0.546,-0.051,3.52,-3.85,1.48,-0.279,-0.073,-0.199,50,101,UNKNOWN,1
11789948,-5.61,4.19,3.44,-0.038,0.321,-0.111,3.92,-3.58,1.48,-0.24,-0.018,-0.167,50,101,UNKNOWN,1
11789963,-5.61,4.19,3.44,-0.038,0.321,-0.111,3.99,-3.63,1.4,-0.229,-0.077,-0.172,50,101,UNKNOWN,1
11790008,-5.61,4.19,3.44,-0.038,0.321,-0.111,3.75,-3.49,1.38,-0.17,-0.131,-0.198,50,101,UNKNOWN,1
11790023,-5.61,4.19,3.44,-0.038,0.321,-0.111,3.75,-3.46,1.37,-0.133,-0.108,-0.208,50,101,UNKNOWN,1
11790068,-5.81,4.15,3.8,-0.265,0.246,-0.332,3.72,-3.56,1.29,-0.05,-0.105,-0.26,50,101,UNKNOWN,1
11790128,-5.81,4.15,3.8,-0.265,0.246,-0.332,3.75,-3.57,1.44,0.178,0.094,-0.298,50,101,UNKNOWN,1
11790143,-5.81,4.15,3.8,-0.265,0.246,-0.332,4.36,-4.06,1.21,0.175,-0.037,-0.315,50,101,UNKNOWN,1
11790188,-6.38,3.73,3.47,-0.589,0.136,-0.433,3.79,-4.47,1.13,0.04,-0.578,-0.361,50,101,UNKNOWN,1
11790203,-6.38,3.73,3.47,-0.589,0.136,-0.433,3.23,-4.2,1.39,0.049,-0.583,-0.375,50,101,UNKNOWN,1
11790248,-6.38,3.73,3.47,-0.589,0.136,-0.433,3.5,-4.9,0.76,0.192,-0.167,-0.392,50,101,UNKNOWN,1
11790263,-5.92,4,3.51,-0.289,0.301,-0.613,3.57,-5.12,0.58,0.158,-0.193,-0.398,50,101,UNKNOWN,1
11790308,-5.92,4,3.51,-0.289,0.301,-0.613,3.07,-4.78,1.75,0.107,-0.287,-0.426,50,101,UNKNOWN,1
11790323,-5.92,4,3.51,-0.289,0.301,-0.613,2.84,-4.8,1.63,0.139,-0.251,-0.449,50,101,UNKNOWN,1
11790368,-5.92,4,3.51,-0.289,0.301,-0.613,2.85,-4.99,1.19,0.183,-0.01,-0.467,50,101,UNKNOWN,1
11790383,-5.92,4,3.51,-0.289,0.301,-0.613,3.04,-5.06,1.43,0.169,-0.037,-0.474,50,101,UNKNOWN,1
11790428,-6.78,3.53,3.88,-0.326,0.504,-0.585,2.63,-4.78,1.76,0.16,-0.061,-0.511,50,101,UNKNOWN,1
11790443,-6.78,3.53,3.88,-0.326,0.504,-0.585,2.8,-4.85,1.57,0.184,-0.025,-0.504,50,101,UNKNOWN,1
11790548,-8.13,3.88,4.26,-0.202,0.618,-0.512,2.92,-5.62,1.39,0.092,0.145,-0.496,50,101,UNKNOWN,1
11790563,-8.13,3.88,4.26,-0.202,0.618,-0.512,2.96,-5.73,1.28,0.092,0.209,-0.471,50,101,UNKNOWN,1
11790578,-8.13,3.88,4.26,-0.202,0.618,-0.512,3.21,-5.89,1.3,0.086,0.234,-0.449,50,101,UNKNOWN,1
11790608,-8.15,4.08,3.14,-0.341,0.664,-0.493,3.42,-5.94,1.56,0.054,0.181,-0.423,50,101,UNKNOWN,1
11790623,-8.15,4.08,3.14,-0.341,0.664,-0.493,3.39,-6,1.55,0.055,0.155,-0.414,50,101,UNKNOWN,1
11790668,-8.15,4.08,3.14,-0.341,0.664,-0.493,3.21,-5.89,1.5,0.076,0.169,-0.427,50,101,UNKNOWN,1
11790683,-8.15,4.08,3.14,-0.341,0.664,-0.493,3.33,-5.93,1.54,0.092,0.19,-0.435,50,101,UNKNOWN,1
11790788,-8.389999,3.68,3.24,-0.799,0.429,-0.289,3.22,-6,1.6,0.082,-0.193,-0.236,50,101,UNKNOWN,1
11790803,-8.389999,3.68,3.24,-0.799,0.429,-0.289,3.04,-5.93,1.5,0.062,-0.216,-0.227,50,101,UNKNOWN,1
11790848,-8.51,5.42,4.05,-0.613,0.489,-0.053,3,-5.85,1.58,0.035,-0.055,-0.226,50,101,UNKNOWN,1
11790863,-8.51,5.42,4.05,-0.613,0.489,-0.053,3.03,-5.76,1.67,0.029,-0.01,-0.236,50,101,UNKNOWN,1
11790908,-8.51,5.42,4.05,-0.613,0.489,-0.053,3.45,-5.67,1.76,0.003,0.009,-0.237,50,101,UNKNOWN,1
11790968,-8.33,5.23,3.94,0.469,-0.137,-0.203,3.49,-5.87,1.75,-0.065,-0.035,-0.202,50,101,UNKNOWN,1
11790983,-8.33,5.23,3.94,0.469,-0.137,-0.203,3.5,-5.95,1.87,-0.09,-0.07,-0.203,50,101,UNKNOWN,1
11791028,-8.33,5.23,3.94,0.469,-0.137,-0.203,3.7,-6.34,1.78,-0.166,-0.054,-0.245,50,101,UNKNOWN,1
11791043,-8.33,5.23,3.94,0.469,-0.137,-0.203,3.96,-6.53,1.75,-0.201,-0.092,-0.287,50,101,UNKNOWN,1
11791088,-8.09,4.49,4.56,-0.032,-0.045,0.246,3.39,-6.47,1.52,-0.3,-0.05,-0.351,50,101,UNKNOWN,1
11791103,-8.09,4.49,4.56,-0.032,-0.045,0.246,3.39,-6.54,1.61,-0.325,-0.025,-0.368,50,101,UNKNOWN,1
11791148,-8.09,4.49,4.56,-0.032,-0.045,0.246,3.35,-6.85,1.81,-0.391,-0.086,-0.413,50,101,UNKNOWN,1
11791163,-8.09,4.49,4.56,-0.032,-0.045,0.246,3.09,-6.87,1.97,-0.393,-0.09,-0.422,50,101,UNKNOWN,1
11791208,-8.429999,6.11,0.89,0.684,-0.787,-0.09,3.02,-6.89,2.26,-0.322,0.016,-0.438,50,101,UNKNOWN,1
11791223,-8.429999,6.11,0.89,0.684,-0.787,-0.09,3.01,-7.01,2.18,-0.315,-0.006,-0.435,50,101,UNKNOWN,1
11791268,-8.429999,6.11,0.89,0.684,-0.787,-0.09,2.7,-6.91,2.45,-0.292,0.004,-0.45,50,101,UNKNOWN,1
11791283,-8.62,2.39,1.97,-0.148,-0.038,-0.135,2.56,-6.94,2.42,-0.267,0.038,-0.455,50,101,UNKNOWN,1
11791388,-8.62,2.39,1.97,-0.148,-0.038,-0.135,3.18,-6,2.59,-0.091,0.143,-0.364,50,101,UNKNOWN,1
11791403,-7.17,4.54,6.75,0.906,-0.376,-0.014,3.28,-5.91,2.47,-0.077,0.106,-0.347,50,101,UNKNOWN,1
11791418,-7.17,4.54,6.75,0.906,-0.376,-0.014,3.33,-5.93,2.29,-0.063,0.083,-0.34,50,101,UNKNOWN,1
11791448,-7.17,4.54,6.75,0.906,-0.376,-0.014,3.45,-5.96,1.96,-0.021,0.092,-0.326,50,101,UNKNOWN,1
11791463,-7.17,4.54,6.75,0.906,-0.376,-0.014,3.48,-6.01,1.96,0.002,0.11,-0.318,50,101,UNKNOWN,1
11791508,-7.17,4.54,6.75,0.906,-0.376,-0.014,3.92,-6.45,1.89,0.041,-0.016,-0.375,50,101,UNKNOWN,1
11791523,-8.27,2.74,3.75,0.435,-0.209,0.232,3.81,-6.48,1.69,0.038,-0.061,-0.412,50,101,UNKNOWN,1
11791628,-8.27,2.74,3.75,0.435,-0.209,0.232,3.43,-6.69,1.48,-0.13,-0.283,-0.649,50,101,UNKNOWN,1
11791643,-8.32,5.05,4.04,0.373,-0.156,-0.211,3.29,-6.78,1.31,-0.178,-0.324,-0.65,50,101,UNKNOWN,1
11791688,-8.32,5.05,4.04,0.373,-0.156,-0.211,3.09,-7,1.12,-0.373,-0.368,-0.634,50,101,UNKNOWN,1
11791703,-8.32,5.05,4.04,0.373,-0.156,-0.211,2.97,-6.95,1.18,-0.436,-0.331,-0.627,50,101,UNKNOWN,1
11791748,-9.71,3.75,2.23,0.583,0.289,-0.009,2.48,-6.66,1.3,-0.563,-0.047,-0.605,50,101,UNKNOWN,1
11791763,-9.71,3.75,2.23,0.583,0.289,-0.009,2.59,-6.59,1.38,-0.582,0.084,-0.6,50,101,UNKNOWN,1
11791868,-8.65,3.61,1.95,0.166,0.451,0.122,2.93,-6.24,1.47,-0.729,0.105,-0.548,50,101,UNKNOWN,1
11791883,-8.65,3.61,1.95,0.166,0.451,0.122,3.01,-6.22,1.49,-0.744,0.126,-0.546,50,101,UNKNOWN,1
11791898,-8.65,3.61,1.95,0.166,0.451,0.122,2.91,-6.06,1.64,-0.751,0.144,-0.533,50,101,UNKNOWN,1
11791928,-8.65,3.61,1.95,0.166,0.451,0.122,3.19,-5.86,1.73,-0.747,0.132,-0.49,50,101,UNKNOWN,1
11791943,-8.65,3.61,1.95,0.166,0.451,0.122,3.1,-5.78,1.58,-0.745,0.123,-0.464,50,101,UNKNOWN,1
11792048,-8.3,3.11,1.47,1.047,0.348,0.255,3.07,-4.7,1.5,-0.793,0.311,-0.263,50,101,UNKNOWN,1
11792063,-8.3,3.11,1.47,1.047,0.348,0.255,3.55,-4.73,1.37,-0.784,0.307,-0.229,50,101,UNKNOWN,1
11792108,-8.45,4.2,1.82,0.581,0.878,1.261,3.52,-4.25,0.99,-0.849,0.132,-0.146,50,101,UNKNOWN,1
11792168,-8.45,4.2,1.82,0.581,0.878,1.261,4.11,-4.15,1.2,-0.908,0.166,-0.188,50,101,UNKNOWN,1
11792228,-5.2,0.5,2.12,0.47,0.293,1.587,3.22,-3.15,1.59,-0.996,0.378,-0.196,50,101,UNKNOWN,1
11792243,-5.2,0.5,2.12,0.47,0.293,1.587,3.47,-3.05,1.66,-0.995,0.437,-0.173,50,101,UNKNOWN,1
11792288,-5.2,0.5,2.12,0.47,0.293,1.587,3.24,-2.56,1.74,-1.09,0.25,-0.029,50,101,UNKNOWN,1
11792303,-6.18,3.32,2.45,-0.423,-0.229,1.175,3.07,-2.24,1.76,-1.107,0.222,0.036,50,101,UNKNOWN,1
11792348,-6.18,3.32,2.45,-0.423,-0.229,1.175,3.34,-1.9,1.87,-0.921,0.566,0.212,50,101,UNKNOWN,1
11792363,-6.18,3.32,2.45,-0.423,-0.229,1.175,4.41,-2.56,1.35,-0.9,0.531,0.218,50,101,UNKNOWN,1
11792468,-5.8,4.44,0.81,-0.875,-0.209,1.801,3.53,-1.8,1.45,-0.815,0.562,-0.091,50,101,UNKNOWN,1
11792483,-5.8,4.44,0.81,-0.875,-0.209,1.801,3.8,-1.7,1.63,-0.683,0.735,-0.116,50,101,UNKNOWN,1
11792498,-5.8,4.44,0.81,-0.875,-0.209,1.801,5.06,-2.23,1.65,-0.61,0.693,-0.17,50,101,UNKNOWN,1
11792528,-5.8,4.44,0.81,-0.875,-0.209,1.801,5.92,-2.49,1.84,-0.642,-0.043,-0.283,50,101,UNKNOWN,1
11792543,-4.36,2.99,-0.02,-0.369,-0.203,2.426,5.47,-2.34,1.81,-0.651,-0.396,-0.329,50,101,UNKNOWN,1
11792648,-4.36,2.99,-0.02,-0.369,-0.203,2.426,4.09,-2.46,0.92,-0.284,-0.136,-0.599,50,101,UNKNOWN,1
11792663,-1.17,-1.45,-0.23,0.292,0.23,1.006,4.55,-2.87,0.58,-0.279,-0.138,-0.603,50,101,UNKNOWN,1
11792708,-1.17,-1.45,-0.23,0.292,0.23,1.006,3.28,-2.55,0.73,-0.42,-0.319,-0.539,50,101,UNKNOWN,1
11792723,-1.17,-1.45,-0.23,0.292,0.23,1.006,3.01,-2.35,1.07,-0.421,-0.216,-0.51,50,101,UNKNOWN,1
11792768,-1.17,-1.45,-0.23,0.292,0.23,1.006,3.18,-2.27,0.62,-0.39,0.096,-0.448,50,101,UNKNOWN,1
11792828,-3.21,-0.1,-0.4,0.785,0.47,-2.002,3.53,-2.23,0.71,-0.407,0.224,-0.294,50,101,UNKNOWN,1
11792843,-3.21,-0.1,-0.4,0.785,0.47,-2.002,3.49,-2.12,0.71,-0.392,0.228,-0.262,50,101,UNKNOWN,1
11792888,-6.27,5.1,-1.08,0.166,0.14,-1.717,3.7,-1.98,0.59,-0.369,0.251,-0.193,50,101,UNKNOWN,1
11792903,-6.27,5.1,-1.08,0.166,0.14,-1.717,3.65,-1.82,0.73,-0.362,0.231,-0.185,50,101,UNKNOWN,1
11792948,-6.27,5.1,-1.08,0.166,0.14,-1.717,4.11,-1.43,0.92,-0.349,0.187,-0.216,50,101,UNKNOWN,1
11792963,-6.27,5.1,-1.08,0.166,0.14,-1.717,4.16,-1.45,0.98,-0.338,0.151,-0.24,50,101,UNKNOWN,1
11793068,-4.58,3.83,0.68,-0.381,0.153,-0.398,4.41,-1.2,1,-0.365,-0.123,-0.237,50,101,UNKNOWN,1
11793083,-4.58,3.83,0.68,-0.381,0.153,-0.398,4.47,-1.08,1.07,-0.335,-0.126,-0.224,50,101,UNKNOWN,1
11793128,-3.57,3.45,1.66,-0.403,0.181,0.048,4.18,-0.84,0.92,-0.299,-0.079,-0.21,50,101,UNKNOWN,1
11793143,-3.57,3.45,1.66,-0.403,0.181,0.048,4.5,-0.66,1.15,-0.293,-0.072,-0.22,50,101,UNKNOWN,1
11793248,-3.64,2.91,1.02,-0.373,0.032,0.028,4.48,-1.1,0.62,-0.218,-0.033,-0.36,50,101,UNKNOWN,1
11793263,-3.64,2.91,1.02,-0.373,0.032,0.028,4.62,-1.29,0.46,-0.21,-0.02,-0.388,50,101,UNKNOWN,1
11793278,-3.64,2.91,1.02,-0.373,0.032,0.028,4.42,-1.45,0.24,-0.211,0,-0.407,50,101,UNKNOWN,1
11793308,-3.64,2.91,1.02,-0.373,0.032,0.028,3.87,-1.46,0.43,-0.216,0.112,-0.421,50,101,UNKNOWN,1
11793323,-3.64,2.91,1.02,-0.373,0.032,0.028,3.69,-1.33,0.69,-0.195,0.204,-0.416,50,101,UNKNOWN,1
11793368,-4.04,2.8,0.8,-0.259,-0.036,0.051,4.02,-1.22,0.91,-0.123,0.358,-0.417,50,101,UNKNOWN,1
11793383,-4.04,2.8,0.8,-0.259,-0.036,0.051,4.24,-1.27,0.91,-0.12,0.334,-0.415,50,101,UNKNOWN,1
11793488,-4.48,3.58,0.51,-0.263,0.002,-0.046,4.37,-1.95,0.83,-0.102,-0.062,-0.475,50,101,UNKNOWN,1
11793503,-4.48,3.58,0.51,-0.263,0.002,-0.046,4.37,-1.88,0.69,-0.098,-0.002,-0.486,50,101,UNKNOWN,1
