timestamp,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz,L_punch_cnt,R_punch_cnt,label,activity_label
15854,4.13,-0.62,-0.96,0.355,-0.077,0.209,4.32,1.38,-2.44,-2.143,-1.61,1.134,93,0,UNKNOWN,0
15869,4.13,-0.62,-0.96,0.355,-0.077,0.209,4.24,1.96,-1.62,-2.044,-1.532,1.307,93,0,UNKNOWN,0
15885,4.13,-0.62,-0.96,0.355,-0.077,0.209,4.24,2.16,-0.11,-1.84,-1.651,1.533,93,0,UNKNOWN,0
15900,4.13,-0.62,-0.96,0.355,-0.077,0.209,4.24,1.57,0.56,-1.793,-2.156,1.899,93,0,UNKNOWN,0
15915,4.13,-0.62,-0.96,0.355,-0.077,0.209,3.92,1.26,0.12,-2.023,-2.845,2.277,93,0,UNKNOWN,0
15945,4.2,-0.65,-0.83,0.316,-0.077,0.217,2.91,2.12,-0.96,-2.646,-3.254,2.64,93,0,UNKNOWN,0
15960,4.2,-0.65,-0.83,0.316,-0.077,0.217,1.06,3.77,-0.02,-2.606,-3.174,2.624,93,0,UNKNOWN,0
15990,4.2,-0.65,-0.83,0.316,-0.077,0.217,2.16,3.4,-0.73,-2.419,-2.647,2.432,93,0,UNKNOWN,0
16005,4.2,-0.65,-0.83,0.316,-0.077,0.217,2.13,4.23,0.12,-2.28,-1.699,1.805,93,0,UNKNOWN,0
16050,4.19,-0.67,-0.89,0.302,-0.089,0.215,1.37,4.88,0.13,-0.629,-1.029,1.337,93,0,UNKNOWN,0
16065,4.19,-0.67,-0.89,0.302,-0.089,0.215,1.3,4.45,0.07,-0.21,-0.79,1.145,93,0,UNKNOWN,0
16110,4.19,-0.67,-0.89,0.302,-0.089,0.215,1.55,5.98,2.26,-0.299,-0.079,0.271,93,0,UNKNOWN,0
16125,4.19,-0.67,-0.89,0.302,-0.089,0.215,1.13,6.28,2.19,-0.453,-0.44,0.352,93,0,UNKNOWN,0
16170,4.18,-0.65,-0.87,0.301,-0.096,0.216,1.1,5.28,0.21,-1.783,-1.457,2.223,93,0,UNKNOWN,0
16185,4.18,-0.65,-0.87,0.301,-0.096,0.216,1.35,5.82,1.29,-1.885,-1.428,2.21,93,0,UNKNOWN,0
16230,4.18,-0.65,-0.87,0.301,-0.096,0.216,1.7,6.21,1.63,-1.674,-1.533,1.902,93,0,UNKNOWN,0
16245,4.18,-0.65,-0.87,0.301,-0.096,0.216,2.04,6.58,1.53,-1.542,-1.334,1.699,93,0,UNKNOWN,0
16290,4.08,-0.64,-0.87,0.288,-0.125,0.234,1.36,7.4,1.6,-1.013,-0.798,1.287,93,0,UNKNOWN,0
16305,4.08,-0.64,-0.87,0.288,-0.125,0.234,1.57,7,1.13,-0.816,-0.377,0.906,93,0,UNKNOWN,0
16350,4.08,-0.64,-0.87,0.288,-0.125,0.234,2.3,6.98,2.77,-0.028,0.87,0.004,93,0,UNKNOWN,0
16365,4.11,-0.59,-0.96,0.304,-0.099,0.215,2.38,6.95,2.76,0.148,0.628,0.013,93,0,UNKNOWN,0
16410,4.11,-0.59,-0.96,0.304,-0.099,0.215,2.1,6.85,1.24,-0.351,-0.19,0.409,93,0,UNKNOWN,0
16425,4.11,-0.59,-0.96,0.304,-0.099,0.215,2.41,6.69,1.35,-0.623,-0.315,0.56,93,0,UNKNOWN,0
16470,4.11,-0.59,-0.96,0.304,-0.099,0.215,2.72,7.21,1.24,-0.682,-0.494,0.66,93,0,UNKNOWN,0
16485,4.12,-0.66,-0.92,0.311,-0.086,0.216,2.44,7.57,0.96,-0.793,-0.655,0.744,93,0,UNKNOWN,0
16590,4.12,-0.66,-0.92,0.311,-0.086,0.216,2.64,8,2.31,-0.858,-0.789,0.518,93,0,UNKNOWN,0
16605,4.17,-0.66,-0.9,0.309,-0.097,0.22,2.59,8.14,2.36,-0.92,-0.872,0.509,93,0,UNKNOWN,0
16650,4.17,-0.66,-0.9,0.309,-0.097,0.22,3.34,7.74,2.57,-0.882,-0.796,0.299,93,0,UNKNOWN,0
16665,4.17,-0.66,-0.9,0.309,-0.097,0.22,2.93,8.1,3.07,-0.828,-0.691,0.17,93,0,UNKNOWN,0
16710,4.17,-0.66,-0.9,0.309,-0.097,0.22,2.71,8.25,3.06,-1.025,-1.038,0.104,93,0,UNKNOWN,0
16725,4.15,-0.67,-0.92,0.308,-0.099,0.218,2.94,7.71,3.12,-1.05,-1.01,0.043,93,0,UNKNOWN,0
16770,4.15,-0.67,-0.92,0.308,-0.099,0.218,2.91,7.86,3.62,-0.898,-0.747,-0.139,93,0,UNKNOWN,0
16785,4.15,-0.67,-0.92,0.308,-0.099,0.218,2.86,8.09,3.28,-0.811,-0.458,-0.323,93,0,UNKNOWN,0
16830,4.15,-0.67,-0.92,0.308,-0.099,0.218,2.43,8.76,3.83,-0.399,0.598,-0.763,93,0,UNKNOWN,0
16845,4.12,-0.66,-0.9,0.306,-0.095,0.22,2.73,8.38,3.93,-0.254,0.875,-0.819,93,0,UNKNOWN,0
16890,4.12,-0.66,-0.9,0.306,-0.095,0.22,2.47,8.52,4.47,0.065,1.852,-1.249,93,0,UNKNOWN,0
16905,4.12,-0.66,-0.9,0.306,-0.095,0.22,2.99,8.16,4.13,0.132,1.74,-1.229,93,0,UNKNOWN,0
16950,4.15,-0.67,-0.92,0.306,-0.096,0.218,2.94,8.8,3.62,0.071,1.897,-1.158,93,0,UNKNOWN,0
16965,4.15,-0.67,-0.92,0.306,-0.096,0.218,2.69,8.43,2.99,0.226,1.818,-1.19,93,0,UNKNOWN,0
17010,4.15,-0.67,-0.92,0.306,-0.096,0.218,1.75,8.37,2.57,0.484,1.823,-1.58,93,0,UNKNOWN,0
17025,4.15,-0.67,-0.92,0.306,-0.096,0.218,2.03,7.91,2.49,0.681,1.828,-1.748,93,0,UNKNOWN,0
17070,4.14,-0.64,-0.87,0.303,-0.097,0.218,1.7,7.42,2.04,1.516,2.46,-2.24,93,0,UNKNOWN,0
17085,4.14,-0.64,-0.87,0.303,-0.097,0.218,1.46,7.23,1.73,1.581,2.424,-2.168,93,0,UNKNOWN,0
17130,4.14,-0.64,-0.87,0.303,-0.097,0.218,1.53,6.91,1.08,2.116,2.272,-2.739,93,0,UNKNOWN,0
17145,4.14,-0.64,-0.87,0.303,-0.097,0.218,1.36,6.81,-0.07,2.464,2.244,-3.044,93,0,UNKNOWN,0
17190,4.15,-0.68,-0.92,0.291,-0.105,0.222,1.89,7.16,-0.59,2.612,2.472,-3.142,93,0,UNKNOWN,0
17205,4.15,-0.68,-0.92,0.291,-0.105,0.222,2.51,6.96,0.13,2.571,2.165,-2.793,93,0,UNKNOWN,0
17250,4.15,-0.68,-0.92,0.291,-0.105,0.222,2.8,4.59,-0.17,0.69,0.277,-1.084,93,0,UNKNOWN,0
17265,4.15,-0.68,-0.92,0.291,-0.105,0.222,2.67,4.08,-0.45,-0.113,-0.242,-0.667,93,0,UNKNOWN,0
17370,4.1,-0.71,-0.96,0.295,-0.157,0.212,1.87,5.64,0.97,-0.442,-0.278,-0.357,93,0,UNKNOWN,0
17430,4.21,-0.63,-0.76,0.307,-0.077,0.218,1.71,5.01,0.44,-0.055,0.27,-0.694,93,0,UNKNOWN,0
17445,4.21,-0.63,-0.76,0.307,-0.077,0.218,1.91,5.19,0.47,-0.176,0.332,-0.662,93,0,UNKNOWN,0
17490,4.21,-0.63,-0.76,0.307,-0.077,0.218,1.66,5.44,0.45,-0.219,0.361,-0.684,93,0,UNKNOWN,0
17505,4.11,-0.66,-0.88,0.296,-0.103,0.219,1.82,5.47,0.78,-0.117,0.115,-0.675,93,0,UNKNOWN,0
17550,4.11,-0.66,-0.88,0.296,-0.103,0.219,2.21,5,0.11,-0.147,-0.282,-0.536,93,0,UNKNOWN,0
17565,4.11,-0.66,-0.88,0.296,-0.103,0.219,2.14,5.11,0.36,-0.22,-0.353,-0.398,93,0,UNKNOWN,0
17610,4.11,-0.66,-0.88,0.296,-0.103,0.219,1.23,4.86,-0.5,-0.534,-0.132,-0.338,93,0,UNKNOWN,0
17625,4.09,-0.65,-0.93,0.298,-0.094,0.217,1.21,5.05,-0.35,-0.562,-0.016,-0.412,93,0,UNKNOWN,0
17670,4.09,-0.65,-0.93,0.298,-0.094,0.217,1.78,5.5,0.35,-0.142,-0.039,-0.541,93,0,UNKNOWN,0
17685,4.09,-0.65,-0.93,0.298,-0.094,0.217,1.58,5.36,0.39,-0.002,-0.172,-0.537,93,0,UNKNOWN,0
17730,4.09,-0.65,-0.93,0.298,-0.094,0.217,0.99,5.04,0.17,-0.152,-0.117,-0.671,93,0,UNKNOWN,0
17745,4.12,-0.62,-0.93,0.297,-0.097,0.216,0.82,4.63,-0.05,-0.174,-0.033,-0.817,93,0,UNKNOWN,0
17851,4.12,-0.62,-0.93,0.297,-0.097,0.216,0.9,5.31,-1.03,1.694,2.109,-2.809,93,0,UNKNOWN,0
17866,4.09,-0.62,-0.9,0.301,-0.094,0.217,1.32,4.74,-0.4,1.254,2.207,-2.667,93,0,UNKNOWN,0
17881,4.09,-0.62,-0.9,0.301,-0.094,0.217,1.54,4.78,0.25,0.725,2.081,-2.374,93,0,UNKNOWN,0
17911,4.09,-0.62,-0.9,0.301,-0.094,0.217,1.42,5.06,0.77,-0.074,1.759,-1.893,93,0,UNKNOWN,0
17926,4.09,-0.62,-0.9,0.301,-0.094,0.217,2.38,4.29,1.13,-0.097,1.274,-2.006,93,0,UNKNOWN,0
17971,4.09,-0.62,-0.9,0.301,-0.094,0.217,2.53,3.84,-0.2,-0.465,0.393,-1.755,93,0,UNKNOWN,0
17986,4.1,-0.66,-0.96,0.29,-0.105,0.22,2.28,4.14,-0.11,-0.634,0.419,-1.696,93,0,UNKNOWN,0
18031,4.1,-0.66,-0.96,0.29,-0.105,0.22,3.18,3.26,0.23,-0.649,0.219,-1.379,93,0,UNKNOWN,0
18046,4.1,-0.66,-0.96,0.29,-0.105,0.22,3.25,3.21,0.01,-0.915,0.076,-1.15,93,0,UNKNOWN,0
18091,4.09,-0.66,-0.94,0.3,-0.101,0.22,3.12,3.23,-1.39,-0.389,-0.004,0.482,93,0,UNKNOWN,0
18106,4.09,-0.66,-0.94,0.3,-0.101,0.22,3.78,2.6,-0.87,-0.343,-0.122,0.576,93,0,UNKNOWN,0
18151,4.09,-0.66,-0.94,0.3,-0.101,0.22,3.39,2.73,-0.93,-0.605,0.27,0.247,93,0,UNKNOWN,0
18166,4.09,-0.66,-0.94,0.3,-0.101,0.22,3.42,3.03,-0.31,-0.447,0.047,0.004,93,0,UNKNOWN,0
18211,4.04,-0.66,-0.95,0.298,-0.103,0.223,3.19,2.82,-1.13,-0.311,0.229,0.207,93,0,UNKNOWN,0
18226,4.04,-0.66,-0.95,0.298,-0.103,0.223,3.3,2.58,-0.58,-0.49,0.429,0.246,93,0,UNKNOWN,0
18271,4.04,-0.66,-0.95,0.298,-0.103,0.223,3.92,2.45,0.11,-0.576,-0.25,0.379,93,0,UNKNOWN,0
18286,4.04,-0.66,-0.95,0.298,-0.103,0.223,3.9,2.47,-0.16,-0.815,-0.431,0.678,93,0,UNKNOWN,0
18331,4.1,-0.66,-0.93,0.303,-0.094,0.215,3.55,3.09,-0.28,-1.301,-2.051,1.541,93,0,UNKNOWN,0
18346,4.1,-0.66,-0.93,0.303,-0.094,0.215,3.14,3.65,-1.34,-1.57,-2.214,1.621,93,0,UNKNOWN,0
18451,4.11,-0.65,-0.91,0.305,-0.095,0.215,1.4,5.83,1.09,-1.357,-2.299,-0.084,93,0,UNKNOWN,0
18511,4.11,-0.65,-0.91,0.305,-0.095,0.215,0.45,6.63,3.43,-1.208,-1.78,0.306,93,0,UNKNOWN,0
18526,4.11,-0.65,-0.91,0.305,-0.095,0.215,0.29,6.07,3.68,-1.557,-1.978,0.571,93,0,UNKNOWN,0
18571,4.14,-0.63,-0.93,0.298,-0.098,0.218,-0.29,6.8,2.49,-2.283,-1.639,0.099,93,0,UNKNOWN,0
18586,4.14,-0.63,-0.93,0.298,-0.098,0.218,-0.62,7.69,2.71,-1.89,-1.382,0.058,93,0,UNKNOWN,0
18631,4.14,-0.63,-0.93,0.298,-0.098,0.218,-0.94,8.29,3.76,-0.279,0.03,-0.608,93,0,UNKNOWN,0
18646,4.1,-0.65,-0.94,0.297,-0.099,0.219,-1.25,8.17,4.08,0.115,0.614,-0.892,93,0,UNKNOWN,0
18751,4.1,-0.65,-0.94,0.297,-0.099,0.219,-2.02,7.95,2.61,-0.008,1.877,-1.372,93,0,UNKNOWN,0
18766,4.09,-0.63,-0.92,0.305,-0.095,0.218,-2.09,7.94,2.22,0.342,2.235,-1.484,93,0,UNKNOWN,0
18781,4.09,-0.63,-0.92,0.305,-0.095,0.218,-2.07,7.22,1.92,0.716,2.604,-1.629,93,0,UNKNOWN,0
18871,4.09,-0.63,-0.92,0.305,-0.095,0.218,0.15,5,0.82,0.933,2.628,-1.54,93,0,UNKNOWN,0
18886,4.12,-0.63,-0.88,0.311,-0.095,0.217,0.42,4.62,0.37,0.567,2.361,-1.329,93,0,UNKNOWN,0
18901,4.12,-0.63,-0.88,0.311,-0.095,0.217,1.01,4.45,0.11,0.208,2.16,-1.104,93,0,UNKNOWN,0
18931,4.12,-0.63,-0.88,0.311,-0.095,0.217,1.86,4.76,0.81,0.041,1.65,-0.724,93,0,UNKNOWN,0
18946,4.12,-0.63,-0.88,0.311,-0.095,0.217,2.18,4.58,0.98,0.009,1.015,-0.305,93,0,UNKNOWN,0
18991,4.12,-0.63,-0.88,0.311,-0.095,0.217,1.58,4.28,-0.45,-0.798,-1.054,0.549,93,0,UNKNOWN,0
19006,4.07,-0.66,-0.87,0.3,-0.103,0.221,1.43,4.73,-0.37,-0.793,-1.074,0.548,93,0,UNKNOWN,0
19111,4.07,-0.66,-0.87,0.3,-0.103,0.221,0.95,5.85,1.58,-0.805,-0.026,-0.181,93,0,UNKNOWN,0
19126,4.09,-0.65,-0.93,0.304,-0.097,0.217,0.97,6.14,1.98,-0.811,-0.033,-0.384,93,0,UNKNOWN,0
19171,4.09,-0.65,-0.93,0.304,-0.097,0.217,0.87,7.63,2.16,-0.367,-0.384,-0.179,93,0,UNKNOWN,0
19186,4.09,-0.65,-0.93,0.304,-0.097,0.217,0.98,7.05,1.71,-0.22,-0.569,0.119,93,0,UNKNOWN,0
19231,4.08,-0.66,-0.93,0.299,-0.098,0.216,0.75,6.66,0.38,-0.27,-0.487,0.091,93,0,UNKNOWN,0
19246,4.08,-0.66,-0.93,0.299,-0.098,0.216,0.4,6.85,0.78,-0.19,-0.324,0.095,93,0,UNKNOWN,0
19291,4.08,-0.66,-0.93,0.299,-0.098,0.216,0.06,8.25,3.04,-0.21,-1.297,-0.287,93,0,UNKNOWN,0
19306,4.08,-0.66,-0.93,0.299,-0.098,0.216,-0.68,7.2,0.26,0.312,-1.018,-0.013,93,0,UNKNOWN,0
19471,4.11,-0.7,-0.85,0.304,-0.096,0.219,-0.56,6.7,-0.36,-0.592,-0.049,0.678,93,0,UNKNOWN,0
19486,4.11,-0.7,-0.85,0.304,-0.096,0.219,0.53,5.98,0.67,-0.049,0.228,0.526,93,0,UNKNOWN,0
19591,4.1,-0.68,-0.93,0.304,-0.091,0.214,0.27,3.38,-1.59,-0.699,-0.351,0.758,93,0,UNKNOWN,0
19606,4.1,-0.68,-0.93,0.304,-0.091,0.214,0.49,3.98,-0.33,-1.613,-0.618,1.261,93,0,UNKNOWN,0
19651,4.1,-0.68,-0.93,0.304,-0.091,0.214,2.03,6.67,0.74,-0.212,-0.15,1.431,93,0,UNKNOWN,0
19666,4.1,-0.68,-0.93,0.304,-0.091,0.214,2.59,5.31,0.67,0.407,0.166,1.089,93,0,UNKNOWN,0
19711,4.09,-0.68,-0.93,0.302,-0.091,0.215,2.05,4.88,-0.52,0.315,0.033,0.509,93,0,UNKNOWN,0
19726,4.09,-0.68,-0.93,0.302,-0.091,0.215,1.89,5.36,0.05,-0.18,0.044,0.479,93,0,UNKNOWN,0
19771,4.09,-0.68,-0.93,0.302,-0.091,0.215,2.86,4.67,0.59,0.105,0.255,0.463,93,0,UNKNOWN,0
19786,4.13,-0.61,-0.91,0.3,-0.093,0.214,2.9,4.38,0.71,0.22,0.316,0.38,93,0,UNKNOWN,0
19831,4.13,-0.61,-0.91,0.3,-0.093,0.214,3.01,4.62,0.23,0.322,0.371,0.094,93,0,UNKNOWN,0
19846,4.13,-0.61,-0.91,0.3,-0.093,0.214,2.91,4.66,0.13,0.377,0.422,0.056,93,0,UNKNOWN,0
19951,4.1,-0.66,-0.95,0.302,-0.094,0.217,3.15,4.53,-0.28,0.221,0.086,0.071,93,0,UNKNOWN,0
19966,4.1,-0.66,-0.95,0.302,-0.094,0.217,3.28,4.53,-0.22,0.159,0.085,0.082,93,0,UNKNOWN,0
19981,4.1,-0.66,-0.95,0.302,-0.094,0.217,3.38,4.38,-0.2,0.078,0.077,0.091,93,0,UNKNOWN,0
20011,4.1,-0.66,-0.95,0.302,-0.094,0.217,3.52,4.1,0.02,0.014,0.069,0.038,93,0,UNKNOWN,0
20026,4.13,-0.66,-0.93,0.305,-0.093,0.216,3.51,4.1,0.07,0.042,0.077,0.033,93,0,UNKNOWN,0
20071,4.13,-0.66,-0.93,0.305,-0.093,0.216,3.61,4.01,-0.01,-0.051,0.159,0.057,93,0,UNKNOWN,0
20086,4.13,-0.66,-0.93,0.305,-0.093,0.216,3.72,4.07,-0.18,-0.093,0.17,0.049,93,0,UNKNOWN,0
20131,4.13,-0.66,-0.93,0.305,-0.093,0.216,4,4.25,-0.56,-0.273,0.307,0.109,93,0,UNKNOWN,0
20146,4.12,-0.66,-0.9,0.304,-0.095,0.218,4.04,4.34,-0.64,-0.339,0.322,0.141,93,0,UNKNOWN,0
20191,4.12,-0.66,-0.9,0.304,-0.095,0.218,4.15,3.84,-0.16,-0.379,0.196,0.169,93,0,UNKNOWN,0
20206,4.12,-0.66,-0.9,0.304,-0.095,0.218,4.16,3.81,-0.16,-0.315,0.11,0.106,93,0,UNKNOWN,0
20251,4.12,-0.66,-0.9,0.304,-0.095,0.218,4.23,3.92,-0.37,-0.334,-0.036,-0.025,93,0,UNKNOWN,0
20266,4.15,-0.65,-0.95,0.3,-0.098,0.217,4.2,3.89,-0.45,-0.384,-0.021,-0.017,93,0,UNKNOWN,0
