timestamp,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz,L_punch_cnt,R_punch_cnt,label
9983533,-6.55,6.64,5.36,-0.556,-2.285,-0.694,0.35,6.94,0.76,-0.238,1.622,-0.273,19,48,UNKNOWN
9983548,-6.55,6.64,5.36,-0.556,-2.285,-0.694,0.71,6.5,0.62,-0.494,1.679,-0.092,19,48,UNKNOWN
9983563,-6.55,6.64,5.36,-0.556,-2.285,-0.694,0.66,6.13,0.91,-0.846,1.792,0.014,19,48,UNKNOWN
9983578,-6.55,6.64,5.36,-0.556,-2.285,-0.694,1.45,5.79,1.76,-1.15,1.836,-0.028,19,48,UNKNOWN
9983593,-6.9,4.57,6.92,-0.245,-1.54,-0.99,1.21,6.41,2.3,-1.408,1.81,-0.057,19,48,UNKNOWN
9983608,-6.9,4.57,6.92,-0.245,-1.54,-0.99,2.22,5.81,3.14,-1.495,1.675,-0.019,19,48,UNKNOWN
9983623,-6.9,4.57,6.92,-0.245,-1.54,-0.99,2.44,5.92,3.4,-1.521,1.463,0.03,19,48,UNKNOWN
9983638,-6.9,4.57,6.92,-0.245,-1.54,-0.99,2.61,6.09,3.74,-1.587,1.248,0.173,19,48,UNKNOWN
9983653,-6.9,4.57,6.92,-0.245,-1.54,-0.99,2.64,6.57,3.76,-1.683,0.935,0.251,19,48,UNKNOWN
9983668,-6.9,4.57,6.92,-0.245,-1.54,-0.99,1.94,6.92,3.74,-1.713,0.752,0.349,19,48,UNKNOWN
9983683,-6.9,4.57,6.92,-0.245,-1.54,-0.99,2.07,6.81,4.11,-1.682,0.748,0.479,19,48,UNKNOWN
9983698,-6.9,4.57,6.92,-0.245,-1.54,-0.99,2.47,6.58,4.71,-1.533,0.696,0.664,19,48,UNKNOWN
9983713,-7.71,3.27,8.12,-1.056,-0.63,-0.728,2.93,6.37,5.18,-1.393,0.527,0.74,19,48,UNKNOWN
9983728,-7.71,3.27,8.12,-1.056,-0.63,-0.728,2.92,6.21,4.87,-1.385,0.295,0.748,19,48,UNKNOWN
9983743,-7.71,3.27,8.12,-1.056,-0.63,-0.728,2.61,6.45,4.5,-1.546,0.161,0.79,19,48,UNKNOWN
9983788,-7.71,3.27,8.12,-1.056,-0.63,-0.728,2.99,6.68,5.79,-1.454,0.017,1.105,19,48,UNKNOWN
9983803,-7.71,3.27,8.12,-1.056,-0.63,-0.728,3.31,6.27,5.99,-1.262,-0.092,1.144,19,48,UNKNOWN
9983818,-7.71,3.27,8.12,-1.056,-0.63,-0.728,3.45,5.69,5.94,-1.127,-0.24,1.131,19,48,UNKNOWN
9983833,-8.84,3.58,8.98,-1.164,-0.424,-1.05,3.62,5.3,5.48,-1.123,-0.366,1.066,19,48,UNKNOWN
9983848,-8.84,3.58,8.98,-1.164,-0.424,-1.05,3.45,5.15,4.83,-1.226,-0.419,1.019,19,48,UNKNOWN
9983863,-8.84,3.58,8.98,-1.164,-0.424,-1.05,3.35,5.59,4.81,-1.345,-0.362,1.031,19,48,UNKNOWN
9983878,-8.84,3.58,8.98,-1.164,-0.424,-1.05,3.63,5.58,5.19,-1.294,-0.263,1.019,19,48,UNKNOWN
9983893,-8.84,3.58,8.98,-1.164,-0.424,-1.05,3.91,5.36,5.4,-1.167,-0.204,0.955,19,48,UNKNOWN
9983908,-8.84,3.58,8.98,-1.164,-0.424,-1.05,4.34,5.03,5.52,-1.071,-0.177,0.863,19,48,UNKNOWN
9983923,-8.84,3.58,8.98,-1.164,-0.424,-1.05,4.48,5.04,5.6,-1.027,-0.196,0.77,19,48,UNKNOWN
9983938,-8.84,3.58,8.98,-1.164,-0.424,-1.05,4.42,5.08,5.54,-1.054,-0.23,0.772,19,48,UNKNOWN
9983968,-10.44,2.93,9.52,-0.641,-0.215,-1.734,4.68,5.16,6.1,-0.991,-0.247,0.766,19,48,UNKNOWN
9983983,-10.44,2.93,9.52,-0.641,-0.215,-1.734,4.55,5.29,6.14,-0.959,-0.255,0.776,19,48,UNKNOWN
9984028,-10.44,2.93,9.52,-0.641,-0.215,-1.734,4.92,4.25,6.8,-0.867,-0.091,0.84,19,48,UNKNOWN
9984043,-10.44,2.93,9.52,-0.641,-0.215,-1.734,4.91,4.29,7.18,-0.735,-0.003,0.752,19,48,UNKNOWN
9984058,-10.44,2.93,9.52,-0.641,-0.215,-1.734,4.83,4.37,7.43,-0.627,0.07,0.735,19,48,UNKNOWN
9984073,-9.679999,0.82,9.429999,0.059,0.307,-1.397,4.89,4.11,7.84,-0.498,0.281,0.749,19,48,UNKNOWN
9984088,-9.679999,0.82,9.429999,0.059,0.307,-1.397,4.94,3.91,8.21,-0.368,0.613,0.717,19,48,UNKNOWN
9984103,-9.679999,0.82,9.429999,0.059,0.307,-1.397,4.89,3.84,8.69,-0.289,0.965,0.664,19,48,UNKNOWN
9984118,-9.679999,0.82,9.429999,0.059,0.307,-1.397,4.83,3.85,9.06,-0.223,1.399,0.678,19,48,UNKNOWN
9984133,-9.679999,0.82,9.429999,0.059,0.307,-1.397,4.99,3.71,9.53,-0.179,1.733,0.747,19,48,UNKNOWN
9984148,-9.679999,0.82,9.429999,0.059,0.307,-1.397,4.42,3.45,9.32,-0.016,-0.757,0.823,19,48,UNKNOWN
9984163,-9.79,-1.12,8.99,0.684,1.313,-0.935,4.54,2.98,9.98,0.31,-0.872,0.858,19,48,UNKNOWN
9984178,-9.79,-1.12,8.99,0.684,1.313,-0.935,4.85,2.13,9.99,0.657,-1.104,0.832,19,48,UNKNOWN
9984193,-9.79,-1.12,8.99,0.684,1.313,-0.935,5.07,1.55,9.32,0.936,-1.449,0.691,19,48,UNKNOWN
9984208,-9.79,-1.12,8.99,0.684,1.313,-0.935,5.08,1.36,8.28,1.049,-1.783,0.625,19,48,UNKNOWN
9984223,-9.79,-1.12,8.99,0.684,1.313,-0.935,5.03,0.24,6.59,0.984,-2.064,0.468,19,48,UNKNOWN
9984238,-9.79,-1.12,8.99,0.684,1.313,-0.935,4.71,-0.61,4.81,0.693,-2.07,0.225,19,48,UNKNOWN
9984253,-9.79,-1.12,8.99,0.684,1.313,-0.935,4.74,-1.33,4.58,0.278,-1.871,-0.145,19,48,UNKNOWN
9984268,-9.79,-1.12,8.99,0.684,1.313,-0.935,4.83,-2.04,4.64,-0.109,-1.746,-0.641,19,48,UNKNOWN
9984283,-8.52,-2.26,8.27,-0.505,1.338,0.638,4.66,-2.17,4.94,-0.497,-1.705,-1.132,19,48,UNKNOWN
9984343,-8.52,-2.26,8.27,-0.505,1.338,0.638,3.78,-2.02,2.56,-1.434,-1.791,-2.995,19,48,UNKNOWN
9984358,-8.52,-2.26,8.27,-0.505,1.338,0.638,3.33,-1.14,1.24,-1.486,-1.87,-3.595,19,48,UNKNOWN
9984403,-8.52,-2.26,8.27,-0.505,1.338,0.638,1.79,1.76,0.14,-1.307,-3.962,-4.515,19,48,UNKNOWN
9984418,-3.48,-0.03,6.71,-3.316,0.083,4.349,-0.26,3.01,-0.43,-1.342,-0.989,-4.714,19,48,UNKNOWN
9984523,-3.06,10.06,9.32,-2.427,-2.938,4.349,-2.81,9.25,4.88,-1.421,0.823,-4.505,19,48,UNKNOWN
9984538,-3.06,10.06,9.32,-2.427,-2.938,4.349,-2.92,8.06,4.78,-1.452,0.88,-4.458,19,48,UNKNOWN
9984583,-3.06,10.06,9.32,-2.427,-2.938,4.349,-6.21,10.9,6.34,-2.264,1.362,-4.356,19,48,UNKNOWN
9984598,-3.06,10.06,9.32,-2.427,-2.938,4.349,-6.33,10.7,7.93,-1.937,1.608,-4.021,19,48,UNKNOWN
9984643,-1.3,9.42,12.83,0.207,-0.172,0.996,-6.65,7.15,8.85,-1.278,1.247,-3.929,19,48,UNKNOWN
9984658,-1.3,9.42,12.83,0.207,-0.172,0.996,-8.22,7.5,7.82,-1.815,1.081,-4.042,19,48,UNKNOWN
9984763,3.53,5.81,17.1,-2.95,-1.913,1.243,-11.76,13,11.27,-3.236,1.788,-2.168,19,48,UNKNOWN
9984778,3.53,5.81,17.1,-2.95,-1.913,1.243,-11.22,13.49,13.44,-2.488,1.573,-1.426,19,48,UNKNOWN
9984793,3.53,5.81,17.1,-2.95,-1.913,1.243,-10.58,13.26,14.19,-1.487,1.178,-0.679,19,48,UNKNOWN
9984883,1.82,6.8,13.91,0.584,1.846,0.852,-8.91,3.25,11.89,-0.452,-0.25,0.169,19,48,UNKNOWN
9984898,1.82,6.8,13.91,0.584,1.846,0.852,-8.59,4.89,12.09,-0.684,-0.153,-0.016,19,48,UNKNOWN
9985003,-0.05,4.48,15.33,-0.619,-0.014,-0.455,-6.6,3.62,7.52,0.44,-0.642,-0.733,19,48,UNKNOWN
9985018,-0.05,4.48,15.33,-0.619,-0.014,-0.455,-7.93,3.14,6.47,-0.376,-0.043,-0.371,19,48,UNKNOWN
9985033,-0.05,4.48,15.33,-0.619,-0.014,-0.455,-7.46,3.68,7.55,-1.013,0.34,-0.581,19,48,UNKNOWN
9985063,-0.05,4.48,15.33,-0.619,-0.014,-0.455,-13.6,12.83,9.43,0.078,2.236,-0.503,19,48,UNKNOWN
9985078,0.16,3.18,15.58,-0.611,1.097,-0.407,-6.04,9.62,12.72,0.799,1.365,0.491,19,48,UNKNOWN
9985123,0.16,3.18,15.58,-0.611,1.097,-0.407,-0.34,3.48,10.51,1.441,0.758,0.544,19,48,UNKNOWN
9985138,0.16,3.18,15.58,-0.611,1.097,-0.407,-4.87,4.19,5.04,0.622,0.197,0.146,19,48,UNKNOWN
9985183,0.16,3.18,15.58,-0.611,1.097,-0.407,-5.73,4.29,5.93,-0.519,-0.241,-1.09,19,48,UNKNOWN
9985198,0.03,2.4,16.36,-1.509,0.588,-0.982,-7.08,4.32,5.93,-0.692,-0.298,-1.082,19,48,UNKNOWN
9985243,0.03,2.4,16.36,-1.509,0.588,-0.982,-5.4,4.69,7.09,-1.83,-0.035,-0.77,19,48,UNKNOWN
9985258,0.03,2.4,16.36,-1.509,0.588,-0.982,-6.13,6.62,8.93,-1.692,0.012,-0.957,19,48,UNKNOWN
9985303,0.03,2.4,16.36,-1.509,0.588,-0.982,-7.86,7.99,9.1,0.059,-0.596,-0.025,19,48,UNKNOWN
9985318,-0.19,1.78,15.55,-1.868,0.062,-1.007,-6.34,6.65,8.18,-0.223,-0.726,0.212,19,48,UNKNOWN
9985423,0.21,1.32,17.05,-1.33,0.186,-0.531,-6.1,5.24,10.72,0.256,0.679,-0.181,19,48,UNKNOWN
9985438,0.21,1.32,17.05,-1.33,0.186,-0.531,-5.84,5.04,12.03,0.333,0.109,-0.177,19,48,UNKNOWN
9985483,0.21,1.32,17.05,-1.33,0.186,-0.531,-5.38,4.19,9.01,-0.661,-0.834,-0.107,19,48,UNKNOWN
9985498,0.21,1.32,17.05,-1.33,0.186,-0.531,-5.4,5.01,9.45,-1.013,-0.808,-0.248,19,48,UNKNOWN
9985543,-1.45,1.39,17.56,-0.588,-0.206,-0.048,-5.39,5.78,11.78,-1.879,-0.318,-0.237,19,48,UNKNOWN
9985558,-1.45,1.39,17.56,-0.588,-0.206,-0.048,-5.03,5.73,11.12,-1.436,-0.451,-0.419,19,48,UNKNOWN
9985603,-1.45,1.39,17.56,-0.588,-0.206,-0.048,-9.08,3.2,4.87,-3.725,-2.005,-2.299,19,48,UNKNOWN
9985618,-1.45,1.39,17.56,-0.588,-0.206,-0.048,-6.95,5.95,10.12,-3.56,-1.541,-1.338,19,48,UNKNOWN
9985663,-1.34,0.29,16.91,-0.155,-0.299,-0.05,-5.56,4,11.49,0.436,-0.652,-2.132,19,48,UNKNOWN
9985678,-1.34,0.29,16.91,-0.155,-0.299,-0.05,-6.09,3.15,10.69,1.133,-0.676,-2.504,19,48,UNKNOWN
9985843,0.07,0.93,16.63,0.025,-0.071,0.029,-11.55,4.15,8.05,1.104,-0.693,-1.628,19,48,UNKNOWN
9985858,0.07,0.93,16.63,0.025,-0.071,0.029,-11.61,4.35,7.88,0.927,-0.45,-1.626,19,48,UNKNOWN
9985873,-0.09,0.46,17.46,0.24,-0.059,0.301,-11.72,4.95,8.08,0.617,-0.236,-1.473,19,48,UNKNOWN
9985903,-0.09,0.46,17.46,0.24,-0.059,0.301,-11.03,4.49,9.11,0.031,0.065,-0.824,19,48,UNKNOWN
9985918,-0.09,0.46,17.46,0.24,-0.059,0.301,-10.63,3.81,9.55,-0.019,0.178,-0.683,19,48,UNKNOWN
9985963,-0.09,0.46,17.46,0.24,-0.059,0.301,-9.61,2.79,10.3,0.186,0.405,-0.868,19,48,UNKNOWN
9985978,0.26,0.08,17.43,0.014,-0.05,0.401,-9.58,2.74,10.32,0.118,0.352,-0.897,19,48,UNKNOWN
9986023,0.26,0.08,17.43,0.014,-0.05,0.401,-9.48,2.96,10.58,-0.156,0.117,-0.849,19,48,UNKNOWN
9986038,0.26,0.08,17.43,0.014,-0.05,0.401,-9.58,3,10.5,-0.115,0.081,-0.869,19,48,UNKNOWN
9986083,0.26,0.08,17.43,0.014,-0.05,0.401,-9.62,3.13,10.43,0.031,0.044,-0.892,19,48,UNKNOWN
9986098,-0.4,0.44,17.52,-0.138,0.115,0.328,-9.65,3.19,10.36,0.039,0.034,-0.889,19,48,UNKNOWN
9986143,-0.4,0.44,17.52,-0.138,0.115,0.328,-9.67,3.24,10.62,0.054,0.014,-0.833,19,48,UNKNOWN
9986158,-0.4,0.44,17.52,-0.138,0.115,0.328,-9.81,3.15,10.62,0.06,-0.028,-0.784,19,48,UNKNOWN
9986203,-0.4,0.44,17.52,-0.138,0.115,0.328,-9.98,2.83,10.25,0.169,-0.018,-0.847,19,48,UNKNOWN
9986263,0.24,-0.1,17.14,-0.16,0.194,0.28,-9.92,2.88,10.38,-0.001,-0.025,-0.711,19,48,UNKNOWN
9986323,0.24,-0.1,17.14,-0.16,0.194,0.28,-9.87,2.31,10.39,-0.09,-0.129,-0.515,19,48,UNKNOWN
9986338,0.34,-0.48,17.7,-0.203,0.182,0.316,-9.88,1.92,10.46,-0.167,-0.152,-0.565,19,48,UNKNOWN
9986443,0.34,-0.48,17.7,-0.203,0.182,0.316,-10.64,1.73,10.53,-0.62,-0.22,-0.784,19,48,UNKNOWN
9986458,0.56,0.27,16.78,-0.236,0.186,0.367,-10.48,1.55,10.65,-0.526,-0.166,-0.671,19,48,UNKNOWN
9986473,0.56,0.27,16.78,-0.236,0.186,0.367,-10.17,1.21,10.81,-0.406,-0.112,-0.59,19,48,UNKNOWN
9986503,0.56,0.27,16.78,-0.236,0.186,0.367,-9.72,0.52,10.95,-0.169,-0.122,-0.459,19,48,UNKNOWN
9986518,0.56,0.27,16.78,-0.236,0.186,0.367,-9.64,0.37,10.95,-0.069,-0.133,-0.402,19,48,UNKNOWN
9986563,-0.5,0.23,17.07,-0.303,0.168,0.164,-9.25,0.23,10.31,0.04,-0.137,-0.459,19,48,UNKNOWN
9986578,-0.5,0.23,17.07,-0.303,0.168,0.164,-9.23,0.43,10.18,-0.02,-0.143,-0.508,19,48,UNKNOWN
9986683,-0.62,0.13,17.73,-0.822,-0.106,-1.149,-10,1.59,10.1,0.142,-0.015,-0.358,19,48,UNKNOWN
9986698,-0.62,0.13,17.73,-0.822,-0.106,-1.149,-10.07,1.58,9.96,0.183,-0.008,-0.392,19,48,UNKNOWN
9986743,-0.62,0.13,17.73,-0.822,-0.106,-1.149,-10.28,1.69,9.85,-0.101,0.05,-0.311,19,48,UNKNOWN
9986758,-0.62,0.13,17.73,-0.822,-0.106,-1.149,-10.31,1.8,9.82,-0.176,0.067,-0.276,19,48,UNKNOWN
9986803,1.5,-1.2,16.82,-0.083,-0.035,-0.496,-10.31,1.64,9.95,-0.243,0.192,-0.168,19,48,UNKNOWN
9986818,1.5,-1.2,16.82,-0.083,-0.035,-0.496,-10.21,1.47,10.05,-0.257,0.244,-0.141,19,48,UNKNOWN
9986863,1.5,-1.2,16.82,-0.083,-0.035,-0.496,-10.14,1.38,10.7,-0.354,0.276,-0.066,19,48,UNKNOWN
9986878,1.5,-1.2,16.82,-0.083,-0.035,-0.496,-10.12,1.35,10.82,-0.372,0.24,-0.042,19,48,UNKNOWN
9986923,0.81,-1.67,19.06,-0.198,0.294,0.879,-9.95,1.11,10.89,-0.308,0.125,-0.06,19,48,UNKNOWN
9986938,0.81,-1.67,19.06,-0.198,0.294,0.879,-9.95,1.01,10.76,-0.263,0.1,-0.092,19,48,UNKNOWN
9987043,0.2,-1.05,17.65,-0.06,0.127,0.701,-9.84,1.11,10.87,-0.268,0.046,-0.257,19,48,UNKNOWN
9987058,0.2,-1.05,17.65,-0.06,0.127,0.701,-9.86,1.08,10.83,-0.217,0.02,-0.284,19,48,UNKNOWN
9987103,0.2,-1.05,17.65,-0.06,0.127,0.701,-9.88,1.16,10.6,-0.127,-0.033,-0.364,19,48,UNKNOWN
9987118,0.4,-1.35,17.71,-0.233,-0.02,-0.088,-9.94,1.21,10.53,-0.122,-0.055,-0.372,19,48,UNKNOWN
9987163,0.4,-1.35,17.71,-0.233,-0.02,-0.088,-10.1,1.31,10.33,-0.151,-0.067,-0.41,19,48,UNKNOWN
9987178,0.4,-1.35,17.71,-0.233,-0.02,-0.088,-10.06,1.35,10.35,-0.153,-0.066,-0.417,19,48,UNKNOWN
9987283,0.78,-0.09,16.6,-0.722,0.306,-1.005,-9.84,1.44,10.06,-0.082,-0.094,-0.395,19,48,UNKNOWN
9987298,0.78,-0.09,16.6,-0.722,0.306,-1.005,-9.83,1.38,10.06,-0.088,-0.085,-0.408,19,48,UNKNOWN
9987343,0.78,-0.09,16.6,-0.722,0.306,-1.005,-9.86,1.55,9.99,-0.114,-0.031,-0.458,19,48,UNKNOWN
9987358,1.03,-1.22,17.5,-0.553,0.321,-0.837,-9.8,1.59,10.02,-0.129,-0.009,-0.459,19,48,UNKNOWN
9987403,1.03,-1.22,17.5,-0.553,0.321,-0.837,-9.82,1.64,10.02,-0.125,0.044,-0.487,19,48,UNKNOWN
9987418,1.03,-1.22,17.5,-0.553,0.321,-0.837,-9.83,1.67,10.05,-0.152,0.064,-0.488,19,48,UNKNOWN
9987523,-0.16,-1.76,18.67,0.131,0.278,0.204,-9.93,1.92,10.7,-0.255,0.096,-0.413,19,48,UNKNOWN
9987538,-0.16,-1.76,18.67,0.131,0.278,0.204,-9.95,1.91,10.75,-0.245,0.068,-0.388,19,48,UNKNOWN
9987553,-0.16,-1.76,18.67,0.131,0.278,0.204,-9.97,1.89,10.73,-0.222,0.045,-0.373,19,48,UNKNOWN
9987583,-0.16,-1.76,18.67,0.131,0.278,0.204,-9.95,1.83,10.66,-0.178,0.013,-0.35,19,48,UNKNOWN
9987598,0.36,-0.96,17.29,0.018,0.106,0.21,-9.93,1.75,10.65,-0.165,-0.003,-0.334,19,48,UNKNOWN
9987763,0.55,-0.9,17.5,-0.117,0.076,0.071,-9.91,1.45,10.25,-0.167,-0.069,-0.288,19,48,UNKNOWN
9987778,0.55,-0.9,17.5,-0.117,0.076,0.071,-9.93,1.38,10.2,-0.164,-0.071,-0.292,19,48,UNKNOWN
9987793,0.55,-0.9,17.5,-0.117,0.076,0.071,-9.96,1.33,10.12,-0.163,-0.059,-0.309,19,48,UNKNOWN
9987823,0.42,-0.72,17.69,0.004,0.091,0.044,-9.89,1.32,10.09,-0.196,-0.015,-0.336,19,48,UNKNOWN
9987838,0.42,-0.72,17.69,0.004,0.091,0.044,-9.87,1.38,10.16,-0.229,0,-0.338,19,48,UNKNOWN
9987883,0.42,-0.72,17.69,0.004,0.091,0.044,-9.9,1.42,10.4,-0.204,-0.008,-0.355,19,48,UNKNOWN
9987898,0.42,-0.72,17.69,0.004,0.091,0.044,-9.91,1.4,10.35,-0.176,-0.008,-0.366,19,48,UNKNOWN
9987943,0.54,-0.45,17.21,-0.142,0.122,0.006,-9.88,1.49,10.27,-0.2,0.001,-0.368,19,48,UNKNOWN
9987958,0.54,-0.45,17.21,-0.142,0.122,0.006,-9.93,1.51,10.31,-0.198,-0.003,-0.368,19,48,UNKNOWN
9988003,0.54,-0.45,17.21,-0.142,0.122,0.006,-9.93,1.55,10.28,-0.188,0.039,-0.39,19,48,UNKNOWN
9988018,0.54,-0.45,17.21,-0.142,0.122,0.006,-9.93,1.57,10.31,-0.201,0.044,-0.388,19,48,UNKNOWN
9988063,0.21,-0.73,17.39,-0.09,0.117,0.037,-9.9,1.52,10.42,-0.192,0.035,-0.393,19,48,UNKNOWN
9988078,0.21,-0.73,17.39,-0.09,0.117,0.037,-9.88,1.53,10.39,-0.204,0.036,-0.395,19,48,UNKNOWN
9988123,0.21,-0.73,17.39,-0.09,0.117,0.037,-9.93,1.71,10.53,-0.202,0.018,-0.4,19,48,UNKNOWN
9988138,0.21,-0.73,17.39,-0.09,0.117,0.037,-9.98,1.71,10.51,-0.181,0.002,-0.392,19,48,UNKNOWN
9988183,0.49,-0.67,17.35,-0.063,0.128,0.064,-9.94,1.71,10.4,-0.154,-0.023,-0.372,19,48,UNKNOWN
9988198,0.49,-0.67,17.35,-0.063,0.128,0.064,-9.95,1.63,10.33,-0.163,-0.02,-0.365,19,48,UNKNOWN
9988243,0.49,-0.67,17.35,-0.063,0.128,0.064,-9.97,1.55,10.34,-0.193,0.009,-0.37,19,48,UNKNOWN
9988258,0.52,-1.05,17.68,-0.174,0.159,0.129,-9.94,1.58,10.4,-0.202,0.014,-0.372,19,48,UNKNOWN
9988303,0.52,-1.05,17.68,-0.174,0.159,0.129,-9.91,1.57,10.52,-0.17,-0.029,-0.357,19,48,UNKNOWN
9988363,0.52,-1.05,17.68,-0.174,0.159,0.129,-9.84,1.49,10.25,-0.191,-0.01,-0.377,19,48,UNKNOWN
9988378,0.2,-0.37,17.43,-0.181,0.071,-0.115,-9.91,1.53,10.34,-0.204,-0.008,-0.375,19,48,UNKNOWN
9988423,0.2,-0.37,17.43,-0.181,0.071,-0.115,-9.87,1.62,10.29,-0.175,-0.008,-0.387,19,48,UNKNOWN
9988438,0.2,-0.37,17.43,-0.181,0.071,-0.115,-9.87,1.63,10.25,-0.18,-0.001,-0.38,19,48,UNKNOWN
9988483,0.2,-0.37,17.43,-0.181,0.071,-0.115,-9.93,1.56,10.24,-0.17,-0.014,-0.374,19,48,UNKNOWN
9988543,0.24,-0.63,17.3,-0.083,0.099,-0.031,-9.85,1.6,10.35,-0.209,0.024,-0.379,19,48,UNKNOWN
9988558,0.24,-0.63,17.3,-0.083,0.099,-0.031,-9.89,1.6,10.34,-0.206,0.023,-0.38,19,48,UNKNOWN
9988663,0.39,-0.74,17.44,-0.039,0.181,-0.014,-9.91,1.67,10.47,-0.207,0.028,-0.362,19,48,UNKNOWN
9988678,0.39,-0.74,17.44,-0.039,0.181,-0.014,-9.9,1.65,10.48,-0.196,0.027,-0.357,19,48,UNKNOWN
9988693,0.39,-0.74,17.44,-0.039,0.181,-0.014,-9.88,1.64,10.49,-0.198,0.017,-0.355,19,48,UNKNOWN
9988783,0.37,-0.69,17.45,-0.096,0.14,0.025,-9.92,1.51,10.23,-0.174,-0.012,-0.354,19,48,UNKNOWN
9988798,0.37,-0.69,17.45,-0.096,0.14,0.025,-9.93,1.52,10.22,-0.199,0.002,-0.358,19,48,UNKNOWN
9988843,0.23,-0.93,17.61,-0.031,0.149,0.007,-9.97,1.61,10.3,-0.201,0.008,-0.348,19,48,UNKNOWN
9988858,0.23,-0.93,17.61,-0.031,0.149,0.007,-9.96,1.56,10.27,-0.186,0.013,-0.35,19,48,UNKNOWN
9988903,0.23,-0.93,17.61,-0.031,0.149,0.007,-9.92,1.46,10.34,-0.235,0.026,-0.355,19,48,UNKNOWN
