timestamp,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz,L_punch_cnt,R_punch_cnt,label
740669,-0.08,0.6,-0.52,-0.021,0.121,-0.198,7.25,-3.11,14.12,-0.032,-0.089,-0.016,6,21,UNKNOWN
740685,-0.08,0.6,-0.52,-0.021,0.121,-0.198,7.24,-3.14,14.09,-0.032,-0.092,-0.015,6,21,UNKNOWN
740700,-0.08,0.6,-0.52,-0.021,0.121,-0.198,7.25,-3.09,14.08,-0.031,-0.083,-0.015,6,21,UNKNOWN
740715,-0.08,0.6,-0.52,-0.021,0.121,-0.198,7.23,-3.09,14.15,-0.03,-0.088,-0.013,6,21,UNKNOWN
740730,-0.06,0.65,-0.51,-0.01,0.116,-0.198,7.25,-3.08,14.07,-0.033,-0.098,-0.012,6,21,UNKNOWN
740745,-0.06,0.65,-0.51,-0.01,0.116,-0.198,7.25,-3.13,14.04,-0.03,-0.086,-0.017,6,21,UNKNOWN
740760,-0.06,0.65,-0.51,-0.01,0.116,-0.198,7.23,-3.1,14.14,-0.032,-0.085,-0.017,6,21,UNKNOWN
740775,-0.06,0.65,-0.51,-0.01,0.116,-0.198,7.24,-3.11,14.12,-0.033,-0.099,-0.011,6,21,UNKNOWN
740790,-0.06,0.65,-0.51,-0.01,0.116,-0.198,7.26,-3.11,14.05,-0.031,-0.086,-0.013,6,21,UNKNOWN
740805,-0.06,0.65,-0.51,-0.01,0.116,-0.198,7.21,-3.09,14.13,-0.03,-0.082,-0.016,6,21,UNKNOWN
740820,-0.06,0.65,-0.51,-0.01,0.116,-0.198,7.21,-3.12,14.12,-0.034,-0.097,-0.014,6,21,UNKNOWN
740835,-0.06,0.65,-0.51,-0.01,0.116,-0.198,7.25,-3.1,14.07,-0.031,-0.088,-0.015,6,21,UNKNOWN
740850,-0.08,0.57,-0.48,-0.001,0.111,-0.194,7.23,-3.11,14.13,-0.03,-0.082,-0.015,6,21,UNKNOWN
740865,-0.08,0.57,-0.48,-0.001,0.111,-0.194,7.24,-3.13,14.09,-0.034,-0.098,-0.01,6,21,UNKNOWN
740880,-0.08,0.57,-0.48,-0.001,0.111,-0.194,7.29,-3.11,14.02,-0.032,-0.089,-0.014,6,21,UNKNOWN
740895,-0.08,0.57,-0.48,-0.001,0.111,-0.194,7.25,-3.11,14.11,-0.029,-0.08,-0.017,6,21,UNKNOWN
740910,-0.08,0.57,-0.48,-0.001,0.111,-0.194,7.21,-3.08,14.09,-0.033,-0.094,-0.013,6,21,UNKNOWN
740940,-0.08,0.57,-0.48,-0.001,0.111,-0.194,7.25,-3.12,14.13,-0.031,-0.08,-0.016,6,21,UNKNOWN
740955,-0.08,0.69,-0.6,-0.044,0.126,-0.206,7.23,-3.08,14.14,-0.03,-0.089,-0.014,6,21,UNKNOWN
740970,-0.08,0.69,-0.6,-0.044,0.126,-0.206,7.24,-3.12,14.1,-0.033,-0.096,-0.013,6,21,UNKNOWN
740985,-0.08,0.69,-0.6,-0.044,0.126,-0.206,7.25,-3.12,14.06,-0.031,-0.084,-0.016,6,21,UNKNOWN
741000,-0.08,0.69,-0.6,-0.044,0.126,-0.206,7.26,-3.1,14.12,-0.029,-0.082,-0.016,6,21,UNKNOWN
741015,-0.08,0.69,-0.6,-0.044,0.126,-0.206,7.25,-3.09,14.1,-0.031,-0.096,-0.012,6,21,UNKNOWN
741030,-0.08,0.69,-0.6,-0.044,0.126,-0.206,7.25,-3.11,14.06,-0.032,-0.09,-0.014,6,21,UNKNOWN
741060,-0.08,0.69,-0.6,-0.044,0.126,-0.206,7.24,-3.08,14.17,-0.031,-0.091,-0.017,6,21,UNKNOWN
741075,-0.09,0.56,-0.48,-0.024,0.112,-0.197,7.22,-3.13,14.08,-0.032,-0.099,-0.01,6,21,UNKNOWN
741105,-0.09,0.56,-0.48,-0.024,0.112,-0.197,7.26,-3.07,14.17,-0.029,-0.08,-0.014,6,21,UNKNOWN
741120,-0.09,0.56,-0.48,-0.024,0.112,-0.197,7.21,-3.12,14.11,-0.032,-0.097,-0.011,6,21,UNKNOWN
741135,-0.09,0.56,-0.48,-0.024,0.112,-0.197,7.21,-3.13,14.04,-0.033,-0.094,-0.014,6,21,UNKNOWN
741150,-0.09,0.56,-0.48,-0.024,0.112,-0.197,7.28,-3.13,14.09,-0.029,-0.08,-0.017,6,21,UNKNOWN
741165,-0.09,0.56,-0.48,-0.024,0.112,-0.197,7.24,-3.1,14.17,-0.031,-0.083,-0.013,6,21,UNKNOWN
741180,-0.09,0.56,-0.48,-0.024,0.112,-0.197,7.23,-3.11,14.11,-0.032,-0.098,-0.01,6,21,UNKNOWN
741195,-0.07,0.67,-0.56,-0.001,0.12,-0.197,7.26,-3.1,14.05,-0.031,-0.091,-0.013,6,21,UNKNOWN
741210,-0.07,0.67,-0.56,-0.001,0.12,-0.197,7.24,-3.11,14.13,-0.03,-0.079,-0.017,6,21,UNKNOWN
741225,-0.07,0.67,-0.56,-0.001,0.12,-0.197,7.22,-3.11,14.12,-0.032,-0.091,-0.015,6,21,UNKNOWN
741255,-0.07,0.67,-0.56,-0.001,0.12,-0.197,7.25,-3.11,14.11,-0.03,-0.083,-0.015,6,21,UNKNOWN
